period,roc_year,year,month,area,sex,age,population,age_scope
109年 5月,109,2020,5.0,嘉義市,男,77,594,single age
109年 5月,109,2020,5.0,嘉義市,女,77,835,single age
109年 5月,109,2020,5.0,金門縣,性別總計,77,590,single age
109年 5月,109,2020,5.0,金門縣,男,77,304,single age
109年 5月,109,2020,5.0,金門縣,女,77,286,single age
109年 5月,109,2020,5.0,連江縣,性別總計,77,37,single age
109年 5月,109,2020,5.0,連江縣,男,77,15,single age
109年 5月,109,2020,5.0,連江縣,女,77,22,single age
109年 6月,109,2020,6.0,區域別總計,性別總計,77,121430,single age
109年 6月,109,2020,6.0,區域別總計,男,77,54052,single age
109年 6月,109,2020,6.0,區域別總計,女,77,67378,single age
109年 6月,109,2020,6.0,新北市,性別總計,77,18300,single age
109年 6月,109,2020,6.0,新北市,男,77,8122,single age
109年 6月,109,2020,6.0,新北市,女,77,10178,single age
109年 6月,109,2020,6.0,臺北市,性別總計,77,15712,single age
109年 6月,109,2020,6.0,臺北市,男,77,6875,single age
109年 6月,109,2020,6.0,臺北市,女,77,8837,single age
109年 6月,109,2020,6.0,桃園市,性別總計,77,8721,single age
109年 6月,109,2020,6.0,桃園市,男,77,3723,single age
109年 6月,109,2020,6.0,桃園市,女,77,4998,single age
109年 6月,109,2020,6.0,臺中市,性別總計,77,11962,single age
109年 6月,109,2020,6.0,臺中市,男,77,5304,single age
109年 6月,109,2020,6.0,臺中市,女,77,6658,single age
109年 6月,109,2020,6.0,臺南市,性別總計,77,9776,single age
109年 6月,109,2020,6.0,臺南市,男,77,4394,single age
109年 6月,109,2020,6.0,臺南市,女,77,5382,single age
109年 6月,109,2020,6.0,高雄市,性別總計,77,14535,single age
109年 6月,109,2020,6.0,高雄市,男,77,6443,single age
109年 6月,109,2020,6.0,高雄市,女,77,8092,single age
109年 6月,109,2020,6.0,宜蘭縣,性別總計,77,2886,single age
109年 6月,109,2020,6.0,宜蘭縣,男,77,1297,single age
109年 6月,109,2020,6.0,宜蘭縣,女,77,1589,single age
109年 6月,109,2020,6.0,新竹縣,性別總計,77,2618,single age
109年 6月,109,2020,6.0,新竹縣,男,77,1236,single age
109年 6月,109,2020,6.0,新竹縣,女,77,1382,single age
109年 6月,109,2020,6.0,苗栗縣,性別總計,77,3259,single age
109年 6月,109,2020,6.0,苗栗縣,男,77,1509,single age
109年 6月,109,2020,6.0,苗栗縣,女,77,1750,single age
109年 6月,109,2020,6.0,彰化縣,性別總計,77,7263,single age
109年 6月,109,2020,6.0,彰化縣,男,77,3343,single age
109年 6月,109,2020,6.0,彰化縣,女,77,3920,single age
109年 6月,109,2020,6.0,南投縣,性別總計,77,3221,single age
109年 6月,109,2020,6.0,南投縣,男,77,1439,single age
109年 6月,109,2020,6.0,南投縣,女,77,1782,single age
109年 6月,109,2020,6.0,雲林縣,性別總計,77,4857,single age
109年 6月,109,2020,6.0,雲林縣,男,77,2188,single age
109年 6月,109,2020,6.0,雲林縣,女,77,2669,single age
109年 6月,109,2020,6.0,嘉義縣,性別總計,77,3592,single age
109年 6月,109,2020,6.0,嘉義縣,男,77,1598,single age
109年 6月,109,2020,6.0,嘉義縣,女,77,1994,single age
109年 6月,109,2020,6.0,屏東縣,性別總計,77,4971,single age
109年 6月,109,2020,6.0,屏東縣,男,77,2287,single age
109年 6月,109,2020,6.0,屏東縣,女,77,2684,single age
109年 6月,109,2020,6.0,臺東縣,性別總計,77,1318,single age
109年 6月,109,2020,6.0,臺東縣,男,77,579,single age
109年 6月,109,2020,6.0,臺東縣,女,77,739,single age
109年 6月,109,2020,6.0,花蓮縣,性別總計,77,1941,single age
109年 6月,109,2020,6.0,花蓮縣,男,77,862,single age
109年 6月,109,2020,6.0,花蓮縣,女,77,1079,single age
109年 6月,109,2020,6.0,澎湖縣,性別總計,77,524,single age
109年 6月,109,2020,6.0,澎湖縣,男,77,251,single age
109年 6月,109,2020,6.0,澎湖縣,女,77,273,single age
109年 6月,109,2020,6.0,基隆市,性別總計,77,2013,single age
109年 6月,109,2020,6.0,基隆市,男,77,891,single age
109年 6月,109,2020,6.0,基隆市,女,77,1122,single age
109年 6月,109,2020,6.0,新竹市,性別總計,77,1922,single age
109年 6月,109,2020,6.0,新竹市,男,77,801,single age
109年 6月,109,2020,6.0,新竹市,女,77,1121,single age
109年 6月,109,2020,6.0,嘉義市,性別總計,77,1418,single age
109年 6月,109,2020,6.0,嘉義市,男,77,597,single age
109年 6月,109,2020,6.0,嘉義市,女,77,821,single age
109年 6月,109,2020,6.0,金門縣,性別總計,77,583,single age
109年 6月,109,2020,6.0,金門縣,男,77,298,single age
109年 6月,109,2020,6.0,金門縣,女,77,285,single age
109年 6月,109,2020,6.0,連江縣,性別總計,77,38,single age
109年 6月,109,2020,6.0,連江縣,男,77,15,single age
109年 6月,109,2020,6.0,連江縣,女,77,23,single age
109年 7月,109,2020,7.0,區域別總計,性別總計,77,120833,single age
109年 7月,109,2020,7.0,區域別總計,男,77,53664,single age
109年 7月,109,2020,7.0,區域別總計,女,77,67169,single age
109年 7月,109,2020,7.0,新北市,性別總計,77,18198,single age
109年 7月,109,2020,7.0,新北市,男,77,8061,single age
109年 7月,109,2020,7.0,新北市,女,77,10137,single age
109年 7月,109,2020,7.0,臺北市,性別總計,77,15643,single age
109年 7月,109,2020,7.0,臺北市,男,77,6790,single age
109年 7月,109,2020,7.0,臺北市,女,77,8853,single age
109年 7月,109,2020,7.0,桃園市,性別總計,77,8660,single age
109年 7月,109,2020,7.0,桃園市,男,77,3722,single age
109年 7月,109,2020,7.0,桃園市,女,77,4938,single age
109年 7月,109,2020,7.0,臺中市,性別總計,77,11831,single age
109年 7月,109,2020,7.0,臺中市,男,77,5251,single age
109年 7月,109,2020,7.0,臺中市,女,77,6580,single age
109年 7月,109,2020,7.0,臺南市,性別總計,77,9820,single age
109年 7月,109,2020,7.0,臺南市,男,77,4409,single age
109年 7月,109,2020,7.0,臺南市,女,77,5411,single age
109年 7月,109,2020,7.0,高雄市,性別總計,77,14565,single age
109年 7月,109,2020,7.0,高雄市,男,77,6458,single age
109年 7月,109,2020,7.0,高雄市,女,77,8107,single age
109年 7月,109,2020,7.0,宜蘭縣,性別總計,77,2857,single age
109年 7月,109,2020,7.0,宜蘭縣,男,77,1290,single age
109年 7月,109,2020,7.0,宜蘭縣,女,77,1567,single age
109年 7月,109,2020,7.0,新竹縣,性別總計,77,2591,single age
109年 7月,109,2020,7.0,新竹縣,男,77,1207,single age
109年 7月,109,2020,7.0,新竹縣,女,77,1384,single age
109年 7月,109,2020,7.0,苗栗縣,性別總計,77,3201,single age
109年 7月,109,2020,7.0,苗栗縣,男,77,1481,single age
109年 7月,109,2020,7.0,苗栗縣,女,77,1720,single age
109年 7月,109,2020,7.0,彰化縣,性別總計,77,7229,single age
109年 7月,109,2020,7.0,彰化縣,男,77,3294,single age
109年 7月,109,2020,7.0,彰化縣,女,77,3935,single age
109年 7月,109,2020,7.0,南投縣,性別總計,77,3158,single age
109年 7月,109,2020,7.0,南投縣,男,77,1405,single age
109年 7月,109,2020,7.0,南投縣,女,77,1753,single age
109年 7月,109,2020,7.0,雲林縣,性別總計,77,4828,single age
109年 7月,109,2020,7.0,雲林縣,男,77,2173,single age
109年 7月,109,2020,7.0,雲林縣,女,77,2655,single age
109年 7月,109,2020,7.0,嘉義縣,性別總計,77,3577,single age
109年 7月,109,2020,7.0,嘉義縣,男,77,1598,single age
109年 7月,109,2020,7.0,嘉義縣,女,77,1979,single age
109年 7月,109,2020,7.0,屏東縣,性別總計,77,4960,single age
109年 7月,109,2020,7.0,屏東縣,男,77,2255,single age
109年 7月,109,2020,7.0,屏東縣,女,77,2705,single age
109年 7月,109,2020,7.0,臺東縣,性別總計,77,1318,single age
109年 7月,109,2020,7.0,臺東縣,男,77,578,single age
109年 7月,109,2020,7.0,臺東縣,女,77,740,single age
109年 7月,109,2020,7.0,花蓮縣,性別總計,77,1951,single age
109年 7月,109,2020,7.0,花蓮縣,男,77,870,single age
109年 7月,109,2020,7.0,花蓮縣,女,77,1081,single age
109年 7月,109,2020,7.0,澎湖縣,性別總計,77,500,single age
109年 7月,109,2020,7.0,澎湖縣,男,77,235,single age
109年 7月,109,2020,7.0,澎湖縣,女,77,265,single age
109年 7月,109,2020,7.0,基隆市,性別總計,77,1980,single age
109年 7月,109,2020,7.0,基隆市,男,77,873,single age
109年 7月,109,2020,7.0,基隆市,女,77,1107,single age
109年 7月,109,2020,7.0,新竹市,性別總計,77,1933,single age
109年 7月,109,2020,7.0,新竹市,男,77,816,single age
109年 7月,109,2020,7.0,新竹市,女,77,1117,single age
109年 7月,109,2020,7.0,嘉義市,性別總計,77,1408,single age
109年 7月,109,2020,7.0,嘉義市,男,77,593,single age
109年 7月,109,2020,7.0,嘉義市,女,77,815,single age
109年 7月,109,2020,7.0,金門縣,性別總計,77,589,single age
109年 7月,109,2020,7.0,金門縣,男,77,291,single age
109年 7月,109,2020,7.0,金門縣,女,77,298,single age
109年 7月,109,2020,7.0,連江縣,性別總計,77,36,single age
109年 7月,109,2020,7.0,連江縣,男,77,14,single age
109年 7月,109,2020,7.0,連江縣,女,77,22,single age
109年 8月,109,2020,8.0,區域別總計,性別總計,77,120916,single age
109年 8月,109,2020,8.0,區域別總計,男,77,53942,single age
109年 8月,109,2020,8.0,區域別總計,女,77,66974,single age
109年 8月,109,2020,8.0,新北市,性別總計,77,18167,single age
109年 8月,109,2020,8.0,新北市,男,77,8097,single age
109年 8月,109,2020,8.0,新北市,女,77,10070,single age
109年 8月,109,2020,8.0,臺北市,性別總計,77,15702,single age
109年 8月,109,2020,8.0,臺北市,男,77,6798,single age
109年 8月,109,2020,8.0,臺北市,女,77,8904,single age
109年 8月,109,2020,8.0,桃園市,性別總計,77,8698,single age
109年 8月,109,2020,8.0,桃園市,男,77,3753,single age
109年 8月,109,2020,8.0,桃園市,女,77,4945,single age
109年 8月,109,2020,8.0,臺中市,性別總計,77,11782,single age
109年 8月,109,2020,8.0,臺中市,男,77,5241,single age
109年 8月,109,2020,8.0,臺中市,女,77,6541,single age
109年 8月,109,2020,8.0,臺南市,性別總計,77,9898,single age
109年 8月,109,2020,8.0,臺南市,男,77,4497,single age
109年 8月,109,2020,8.0,臺南市,女,77,5401,single age
109年 8月,109,2020,8.0,高雄市,性別總計,77,14722,single age
109年 8月,109,2020,8.0,高雄市,男,77,6559,single age
109年 8月,109,2020,8.0,高雄市,女,77,8163,single age
109年 8月,109,2020,8.0,宜蘭縣,性別總計,77,2867,single age
109年 8月,109,2020,8.0,宜蘭縣,男,77,1292,single age
109年 8月,109,2020,8.0,宜蘭縣,女,77,1575,single age
109年 8月,109,2020,8.0,新竹縣,性別總計,77,2576,single age
109年 8月,109,2020,8.0,新竹縣,男,77,1205,single age
109年 8月,109,2020,8.0,新竹縣,女,77,1371,single age
109年 8月,109,2020,8.0,苗栗縣,性別總計,77,3169,single age
109年 8月,109,2020,8.0,苗栗縣,男,77,1446,single age
109年 8月,109,2020,8.0,苗栗縣,女,77,1723,single age
109年 8月,109,2020,8.0,彰化縣,性別總計,77,7141,single age
109年 8月,109,2020,8.0,彰化縣,男,77,3262,single age
109年 8月,109,2020,8.0,彰化縣,女,77,3879,single age
109年 8月,109,2020,8.0,南投縣,性別總計,77,3096,single age
109年 8月,109,2020,8.0,南投縣,男,77,1408,single age
109年 8月,109,2020,8.0,南投縣,女,77,1688,single age
109年 8月,109,2020,8.0,雲林縣,性別總計,77,4886,single age
109年 8月,109,2020,8.0,雲林縣,男,77,2200,single age
109年 8月,109,2020,8.0,雲林縣,女,77,2686,single age
109年 8月,109,2020,8.0,嘉義縣,性別總計,77,3562,single age
109年 8月,109,2020,8.0,嘉義縣,男,77,1602,single age
109年 8月,109,2020,8.0,嘉義縣,女,77,1960,single age
109年 8月,109,2020,8.0,屏東縣,性別總計,77,4942,single age
109年 8月,109,2020,8.0,屏東縣,男,77,2270,single age
109年 8月,109,2020,8.0,屏東縣,女,77,2672,single age
109年 8月,109,2020,8.0,臺東縣,性別總計,77,1329,single age
109年 8月,109,2020,8.0,臺東縣,男,77,597,single age
109年 8月,109,2020,8.0,臺東縣,女,77,732,single age
109年 8月,109,2020,8.0,花蓮縣,性別總計,77,1940,single age
109年 8月,109,2020,8.0,花蓮縣,男,77,872,single age
109年 8月,109,2020,8.0,花蓮縣,女,77,1068,single age
109年 8月,109,2020,8.0,澎湖縣,性別總計,77,503,single age
109年 8月,109,2020,8.0,澎湖縣,男,77,247,single age
109年 8月,109,2020,8.0,澎湖縣,女,77,256,single age
109年 8月,109,2020,8.0,基隆市,性別總計,77,1988,single age
109年 8月,109,2020,8.0,基隆市,男,77,878,single age
109年 8月,109,2020,8.0,基隆市,女,77,1110,single age
109年 8月,109,2020,8.0,新竹市,性別總計,77,1913,single age
109年 8月,109,2020,8.0,新竹市,男,77,816,single age
109年 8月,109,2020,8.0,新竹市,女,77,1097,single age
109年 8月,109,2020,8.0,嘉義市,性別總計,77,1408,single age
109年 8月,109,2020,8.0,嘉義市,男,77,596,single age
109年 8月,109,2020,8.0,嘉義市,女,77,812,single age
109年 8月,109,2020,8.0,金門縣,性別總計,77,592,single age
109年 8月,109,2020,8.0,金門縣,男,77,291,single age
109年 8月,109,2020,8.0,金門縣,女,77,301,single age
109年 8月,109,2020,8.0,連江縣,性別總計,77,35,single age
109年 8月,109,2020,8.0,連江縣,男,77,15,single age
109年 8月,109,2020,8.0,連江縣,女,77,20,single age
109年 9月,109,2020,9.0,區域別總計,性別總計,77,121190,single age
109年 9月,109,2020,9.0,區域別總計,男,77,54211,single age
109年 9月,109,2020,9.0,區域別總計,女,77,66979,single age
109年 9月,109,2020,9.0,新北市,性別總計,77,18268,single age
109年 9月,109,2020,9.0,新北市,男,77,8190,single age
109年 9月,109,2020,9.0,新北市,女,77,10078,single age
109年 9月,109,2020,9.0,臺北市,性別總計,77,15755,single age
109年 9月,109,2020,9.0,臺北市,男,77,6841,single age
109年 9月,109,2020,9.0,臺北市,女,77,8914,single age
109年 9月,109,2020,9.0,桃園市,性別總計,77,8694,single age
109年 9月,109,2020,9.0,桃園市,男,77,3769,single age
109年 9月,109,2020,9.0,桃園市,女,77,4925,single age
109年 9月,109,2020,9.0,臺中市,性別總計,77,11752,single age
109年 9月,109,2020,9.0,臺中市,男,77,5226,single age
109年 9月,109,2020,9.0,臺中市,女,77,6526,single age
109年 9月,109,2020,9.0,臺南市,性別總計,77,9954,single age
109年 9月,109,2020,9.0,臺南市,男,77,4515,single age
109年 9月,109,2020,9.0,臺南市,女,77,5439,single age
109年 9月,109,2020,9.0,高雄市,性別總計,77,14844,single age
109年 9月,109,2020,9.0,高雄市,男,77,6624,single age
109年 9月,109,2020,9.0,高雄市,女,77,8220,single age
109年 9月,109,2020,9.0,宜蘭縣,性別總計,77,2847,single age
109年 9月,109,2020,9.0,宜蘭縣,男,77,1295,single age
109年 9月,109,2020,9.0,宜蘭縣,女,77,1552,single age
109年 9月,109,2020,9.0,新竹縣,性別總計,77,2571,single age
109年 9月,109,2020,9.0,新竹縣,男,77,1191,single age
109年 9月,109,2020,9.0,新竹縣,女,77,1380,single age
109年 9月,109,2020,9.0,苗栗縣,性別總計,77,3173,single age
109年 9月,109,2020,9.0,苗栗縣,男,77,1446,single age
109年 9月,109,2020,9.0,苗栗縣,女,77,1727,single age
109年 9月,109,2020,9.0,彰化縣,性別總計,77,7152,single age
109年 9月,109,2020,9.0,彰化縣,男,77,3295,single age
109年 9月,109,2020,9.0,彰化縣,女,77,3857,single age
109年 9月,109,2020,9.0,南投縣,性別總計,77,3035,single age
109年 9月,109,2020,9.0,南投縣,男,77,1391,single age
109年 9月,109,2020,9.0,南投縣,女,77,1644,single age
109年 9月,109,2020,9.0,雲林縣,性別總計,77,4860,single age
109年 9月,109,2020,9.0,雲林縣,男,77,2179,single age
109年 9月,109,2020,9.0,雲林縣,女,77,2681,single age
109年 9月,109,2020,9.0,嘉義縣,性別總計,77,3559,single age
109年 9月,109,2020,9.0,嘉義縣,男,77,1617,single age
109年 9月,109,2020,9.0,嘉義縣,女,77,1942,single age
109年 9月,109,2020,9.0,屏東縣,性別總計,77,4966,single age
109年 9月,109,2020,9.0,屏東縣,男,77,2284,single age
109年 9月,109,2020,9.0,屏東縣,女,77,2682,single age
109年 9月,109,2020,9.0,臺東縣,性別總計,77,1329,single age
109年 9月,109,2020,9.0,臺東縣,男,77,596,single age
109年 9月,109,2020,9.0,臺東縣,女,77,733,single age
109年 9月,109,2020,9.0,花蓮縣,性別總計,77,1911,single age
109年 9月,109,2020,9.0,花蓮縣,男,77,865,single age
109年 9月,109,2020,9.0,花蓮縣,女,77,1046,single age
109年 9月,109,2020,9.0,澎湖縣,性別總計,77,541,single age
109年 9月,109,2020,9.0,澎湖縣,男,77,265,single age
109年 9月,109,2020,9.0,澎湖縣,女,77,276,single age
109年 9月,109,2020,9.0,基隆市,性別總計,77,1981,single age
109年 9月,109,2020,9.0,基隆市,男,77,882,single age
109年 9月,109,2020,9.0,基隆市,女,77,1099,single age
109年 9月,109,2020,9.0,新竹市,性別總計,77,1935,single age
109年 9月,109,2020,9.0,新竹市,男,77,826,single age
109年 9月,109,2020,9.0,新竹市,女,77,1109,single age
109年 9月,109,2020,9.0,嘉義市,性別總計,77,1421,single age
109年 9月,109,2020,9.0,嘉義市,男,77,602,single age
109年 9月,109,2020,9.0,嘉義市,女,77,819,single age
109年 9月,109,2020,9.0,金門縣,性別總計,77,610,single age
109年 9月,109,2020,9.0,金門縣,男,77,297,single age
109年 9月,109,2020,9.0,金門縣,女,77,313,single age
109年 9月,109,2020,9.0,連江縣,性別總計,77,32,single age
109年 9月,109,2020,9.0,連江縣,男,77,15,single age
109年 9月,109,2020,9.0,連江縣,女,77,17,single age
109年 10月,109,2020,10.0,區域別總計,性別總計,77,122631,single age
109年 10月,109,2020,10.0,區域別總計,男,77,54775,single age
109年 10月,109,2020,10.0,區域別總計,女,77,67856,single age
109年 10月,109,2020,10.0,新北市,性別總計,77,18721,single age
109年 10月,109,2020,10.0,新北市,男,77,8401,single age
109年 10月,109,2020,10.0,新北市,女,77,10320,single age
109年 10月,109,2020,10.0,臺北市,性別總計,77,15892,single age
109年 10月,109,2020,10.0,臺北市,男,77,6897,single age
109年 10月,109,2020,10.0,臺北市,女,77,8995,single age
109年 10月,109,2020,10.0,桃園市,性別總計,77,8858,single age
109年 10月,109,2020,10.0,桃園市,男,77,3848,single age
109年 10月,109,2020,10.0,桃園市,女,77,5010,single age
109年 10月,109,2020,10.0,臺中市,性別總計,77,11817,single age
109年 10月,109,2020,10.0,臺中市,男,77,5235,single age
109年 10月,109,2020,10.0,臺中市,女,77,6582,single age
109年 10月,109,2020,10.0,臺南市,性別總計,77,10117,single age
109年 10月,109,2020,10.0,臺南市,男,77,4554,single age
109年 10月,109,2020,10.0,臺南市,女,77,5563,single age
109年 10月,109,2020,10.0,高雄市,性別總計,77,15000,single age
109年 10月,109,2020,10.0,高雄市,男,77,6694,single age
109年 10月,109,2020,10.0,高雄市,女,77,8306,single age
109年 10月,109,2020,10.0,宜蘭縣,性別總計,77,2858,single age
109年 10月,109,2020,10.0,宜蘭縣,男,77,1325,single age
109年 10月,109,2020,10.0,宜蘭縣,女,77,1533,single age
109年 10月,109,2020,10.0,新竹縣,性別總計,77,2624,single age
109年 10月,109,2020,10.0,新竹縣,男,77,1219,single age
109年 10月,109,2020,10.0,新竹縣,女,77,1405,single age
109年 10月,109,2020,10.0,苗栗縣,性別總計,77,3231,single age
109年 10月,109,2020,10.0,苗栗縣,男,77,1457,single age
109年 10月,109,2020,10.0,苗栗縣,女,77,1774,single age
109年 10月,109,2020,10.0,彰化縣,性別總計,77,7226,single age
109年 10月,109,2020,10.0,彰化縣,男,77,3326,single age
109年 10月,109,2020,10.0,彰化縣,女,77,3900,single age
109年 10月,109,2020,10.0,南投縣,性別總計,77,3012,single age
109年 10月,109,2020,10.0,南投縣,男,77,1384,single age
109年 10月,109,2020,10.0,南投縣,女,77,1628,single age
109年 10月,109,2020,10.0,雲林縣,性別總計,77,4925,single age
109年 10月,109,2020,10.0,雲林縣,男,77,2197,single age
109年 10月,109,2020,10.0,雲林縣,女,77,2728,single age
109年 10月,109,2020,10.0,嘉義縣,性別總計,77,3558,single age
109年 10月,109,2020,10.0,嘉義縣,男,77,1612,single age
109年 10月,109,2020,10.0,嘉義縣,女,77,1946,single age
109年 10月,109,2020,10.0,屏東縣,性別總計,77,4975,single age
109年 10月,109,2020,10.0,屏東縣,男,77,2301,single age
109年 10月,109,2020,10.0,屏東縣,女,77,2674,single age
109年 10月,109,2020,10.0,臺東縣,性別總計,77,1339,single age
109年 10月,109,2020,10.0,臺東縣,男,77,586,single age
109年 10月,109,2020,10.0,臺東縣,女,77,753,single age
109年 10月,109,2020,10.0,花蓮縣,性別總計,77,1912,single age
109年 10月,109,2020,10.0,花蓮縣,男,77,842,single age
109年 10月,109,2020,10.0,花蓮縣,女,77,1070,single age
109年 10月,109,2020,10.0,澎湖縣,性別總計,77,533,single age
109年 10月,109,2020,10.0,澎湖縣,男,77,262,single age
109年 10月,109,2020,10.0,澎湖縣,女,77,271,single age
109年 10月,109,2020,10.0,基隆市,性別總計,77,2010,single age
109年 10月,109,2020,10.0,基隆市,男,77,892,single age
109年 10月,109,2020,10.0,基隆市,女,77,1118,single age
109年 10月,109,2020,10.0,新竹市,性別總計,77,1944,single age
109年 10月,109,2020,10.0,新竹市,男,77,826,single age
109年 10月,109,2020,10.0,新竹市,女,77,1118,single age
109年 10月,109,2020,10.0,嘉義市,性別總計,77,1436,single age
109年 10月,109,2020,10.0,嘉義市,男,77,605,single age
109年 10月,109,2020,10.0,嘉義市,女,77,831,single age
109年 10月,109,2020,10.0,金門縣,性別總計,77,611,single age
109年 10月,109,2020,10.0,金門縣,男,77,296,single age
109年 10月,109,2020,10.0,金門縣,女,77,315,single age
109年 10月,109,2020,10.0,連江縣,性別總計,77,32,single age
109年 10月,109,2020,10.0,連江縣,男,77,16,single age
109年 10月,109,2020,10.0,連江縣,女,77,16,single age
109年 (1~10月),109,2020,,區域別總計,性別總計,78,117534,single age
109年 (1~10月),109,2020,,區域別總計,男,78,51730,single age
109年 (1~10月),109,2020,,區域別總計,女,78,65804,single age
109年 (1~10月),109,2020,,新北市,性別總計,78,17281,single age
109年 (1~10月),109,2020,,新北市,男,78,7464,single age
109年 (1~10月),109,2020,,新北市,女,78,9817,single age
109年 (1~10月),109,2020,,臺北市,性別總計,78,15195,single age
109年 (1~10月),109,2020,,臺北市,男,78,6545,single age
109年 (1~10月),109,2020,,臺北市,女,78,8650,single age
109年 (1~10月),109,2020,,桃園市,性別總計,78,8284,single age
109年 (1~10月),109,2020,,桃園市,男,78,3573,single age
109年 (1~10月),109,2020,,桃園市,女,78,4711,single age
109年 (1~10月),109,2020,,臺中市,性別總計,78,11533,single age
109年 (1~10月),109,2020,,臺中市,男,78,5034,single age
109年 (1~10月),109,2020,,臺中市,女,78,6499,single age
109年 (1~10月),109,2020,,臺南市,性別總計,78,9438,single age
109年 (1~10月),109,2020,,臺南市,男,78,4142,single age
109年 (1~10月),109,2020,,臺南市,女,78,5296,single age
109年 (1~10月),109,2020,,高雄市,性別總計,78,14006,single age
109年 (1~10月),109,2020,,高雄市,男,78,6248,single age
109年 (1~10月),109,2020,,高雄市,女,78,7758,single age
109年 (1~10月),109,2020,,宜蘭縣,性別總計,78,2798,single age
109年 (1~10月),109,2020,,宜蘭縣,男,78,1228,single age
109年 (1~10月),109,2020,,宜蘭縣,女,78,1570,single age
109年 (1~10月),109,2020,,新竹縣,性別總計,78,2560,single age
109年 (1~10月),109,2020,,新竹縣,男,78,1180,single age
109年 (1~10月),109,2020,,新竹縣,女,78,1380,single age
109年 (1~10月),109,2020,,苗栗縣,性別總計,78,3271,single age
109年 (1~10月),109,2020,,苗栗縣,男,78,1557,single age
109年 (1~10月),109,2020,,苗栗縣,女,78,1714,single age
109年 (1~10月),109,2020,,彰化縣,性別總計,78,7073,single age
109年 (1~10月),109,2020,,彰化縣,男,78,3223,single age
109年 (1~10月),109,2020,,彰化縣,女,78,3850,single age
109年 (1~10月),109,2020,,南投縣,性別總計,78,3209,single age
109年 (1~10月),109,2020,,南投縣,男,78,1488,single age
109年 (1~10月),109,2020,,南投縣,女,78,1721,single age
109年 (1~10月),109,2020,,雲林縣,性別總計,78,4605,single age
109年 (1~10月),109,2020,,雲林縣,男,78,2054,single age
109年 (1~10月),109,2020,,雲林縣,女,78,2551,single age
109年 (1~10月),109,2020,,嘉義縣,性別總計,78,3605,single age
109年 (1~10月),109,2020,,嘉義縣,男,78,1613,single age
109年 (1~10月),109,2020,,嘉義縣,女,78,1992,single age
109年 (1~10月),109,2020,,屏東縣,性別總計,78,5012,single age
109年 (1~10月),109,2020,,屏東縣,男,78,2278,single age
109年 (1~10月),109,2020,,屏東縣,女,78,2734,single age
109年 (1~10月),109,2020,,臺東縣,性別總計,78,1252,single age
109年 (1~10月),109,2020,,臺東縣,男,78,529,single age
109年 (1~10月),109,2020,,臺東縣,女,78,723,single age
109年 (1~10月),109,2020,,花蓮縣,性別總計,78,1989,single age
109年 (1~10月),109,2020,,花蓮縣,男,78,850,single age
109年 (1~10月),109,2020,,花蓮縣,女,78,1139,single age
109年 (1~10月),109,2020,,澎湖縣,性別總計,78,527,single age
109年 (1~10月),109,2020,,澎湖縣,男,78,231,single age
109年 (1~10月),109,2020,,澎湖縣,女,78,296,single age
109年 (1~10月),109,2020,,基隆市,性別總計,78,1944,single age
109年 (1~10月),109,2020,,基隆市,男,78,834,single age
109年 (1~10月),109,2020,,基隆市,女,78,1110,single age
109年 (1~10月),109,2020,,新竹市,性別總計,78,1884,single age
109年 (1~10月),109,2020,,新竹市,男,78,767,single age
109年 (1~10月),109,2020,,新竹市,女,78,1117,single age
109年 (1~10月),109,2020,,嘉義市,性別總計,78,1429,single age
109年 (1~10月),109,2020,,嘉義市,男,78,571,single age
109年 (1~10月),109,2020,,嘉義市,女,78,858,single age
109年 (1~10月),109,2020,,金門縣,性別總計,78,598,single age
109年 (1~10月),109,2020,,金門縣,男,78,304,single age
109年 (1~10月),109,2020,,金門縣,女,78,294,single age
109年 (1~10月),109,2020,,連江縣,性別總計,78,41,single age
109年 (1~10月),109,2020,,連江縣,男,78,17,single age
109年 (1~10月),109,2020,,連江縣,女,78,24,single age
109年 1月,109,2020,1.0,區域別總計,性別總計,78,118724,single age
109年 1月,109,2020,1.0,區域別總計,男,78,52507,single age
109年 1月,109,2020,1.0,區域別總計,女,78,66217,single age
109年 1月,109,2020,1.0,新北市,性別總計,78,17006,single age
109年 1月,109,2020,1.0,新北市,男,78,7459,single age
109年 1月,109,2020,1.0,新北市,女,78,9547,single age
109年 1月,109,2020,1.0,臺北市,性別總計,78,15110,single age
109年 1月,109,2020,1.0,臺北市,男,78,6329,single age
109年 1月,109,2020,1.0,臺北市,女,78,8781,single age
109年 1月,109,2020,1.0,桃園市,性別總計,78,8147,single age
109年 1月,109,2020,1.0,桃園市,男,78,3524,single age
109年 1月,109,2020,1.0,桃園市,女,78,4623,single age
109年 1月,109,2020,1.0,臺中市,性別總計,78,11399,single age
109年 1月,109,2020,1.0,臺中市,男,78,4978,single age
109年 1月,109,2020,1.0,臺中市,女,78,6421,single age
109年 1月,109,2020,1.0,臺南市,性別總計,78,10011,single age
109年 1月,109,2020,1.0,臺南市,男,78,4411,single age
109年 1月,109,2020,1.0,臺南市,女,78,5600,single age
109年 1月,109,2020,1.0,高雄市,性別總計,78,14252,single age
109年 1月,109,2020,1.0,高雄市,男,78,6382,single age
109年 1月,109,2020,1.0,高雄市,女,78,7870,single age
109年 1月,109,2020,1.0,宜蘭縣,性別總計,78,2792,single age
