candidate_name,poi_type,name,lat,lon,source
三峽北大特區,recreation,,24.940613,121.3778903,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9404327,121.3779173,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9407583,121.3780079,https://overpass-api.de/api/interpreter
三峽北大特區,food,上水樸石火鍋,24.9431373,121.3737654,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,三鶯部落籃球場（無籃框）,24.9453533,121.3658674,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,三鶯部落,24.9454781,121.3656169,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9401225,121.3703625,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9405584,121.3703884,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,籃球場,24.9399795,121.3703403,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,北大極限運動場,24.940347,121.3675596,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9378972,121.3753533,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,籃球場,24.9448442,121.3662018,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9392304,121.3722009,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9392495,121.3721716,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9392829,121.3721837,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9392169,121.3745474,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9391094,121.3746703,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9391589,121.3746084,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9410691,121.3737295,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9399157,121.3742232,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9395332,121.373953,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9395108,121.374117,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,籃球場,24.9402739,121.3703842,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,風雨躲避球場,24.9405895,121.3699903,https://overpass-api.de/api/interpreter
三峽北大特區,culture,圖書館,24.9389982,121.3699999,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,龍埔公園,24.9390165,121.3744492,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9395243,121.3740365,https://overpass-api.de/api/interpreter
三重站,shopping,萊爾富,25.0497713,121.4807799,https://overpass-api.de/api/interpreter
三重站,shopping,美廉社,25.0587288,121.4831176,https://overpass-api.de/api/interpreter
三重站,shopping,萊爾富,25.0556754,121.4862855,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0586896,121.4840921,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.0588905,121.4859179,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.050642,121.4888509,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.0530738,121.490607,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.0538379,121.4888058,https://overpass-api.de/api/interpreter
三重站,food,楊永和豆漿,25.0539288,121.4913481,https://overpass-api.de/api/interpreter
三重站,shopping,萊爾富,25.054555,121.4918083,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0529392,121.4894374,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0605719,121.486564,https://overpass-api.de/api/interpreter
三重站,food,星巴克,25.0616324,121.4886886,https://overpass-api.de/api/interpreter
三重站,shopping,全聯福利中心,25.0571435,121.4915492,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0574223,121.4910805,https://overpass-api.de/api/interpreter
三重站,shopping,全聯福利中心,25.0559289,121.4842987,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.0536076,121.487861,https://overpass-api.de/api/interpreter
三重站,shopping,萊爾富,25.0537609,121.4877298,https://overpass-api.de/api/interpreter
三重站,shopping,萊爾富,25.0552067,121.4863985,https://overpass-api.de/api/interpreter
